2016-07-13 14:21:34,632 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600000 type:create cxid:0x5 zxid:0x6 txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2016-07-13 14:21:34,653 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600000 type:create cxid:0x6 zxid:0x7 txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService Error:KeeperErrorCode = NodeExists for /dubbo/pengliu.me.dubbo.service.DemoService
2016-07-13 14:22:21,218 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:51568
2016-07-13 14:22:21,222 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@822] - Connection request from old client /127.0.0.1:51568; will be dropped if server is in r-o mode
2016-07-13 14:22:21,223 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:51568
2016-07-13 14:22:21,231 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x155e2ea29600001 with negotiated timeout 30000 for client /127.0.0.1:51568
2016-07-13 14:22:21,485 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0x1 zxid:0xa txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2016-07-13 14:22:21,528 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0x2 zxid:0xb txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService Error:KeeperErrorCode = NodeExists for /dubbo/pengliu.me.dubbo.service.DemoService
2016-07-13 14:22:21,570 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0x5 zxid:0xe txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2016-07-13 14:22:21,582 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0x6 zxid:0xf txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService Error:KeeperErrorCode = NodeExists for /dubbo/pengliu.me.dubbo.service.DemoService
2016-07-13 14:22:21,587 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0x7 zxid:0x10 txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService/providers Error:KeeperErrorCode = NodeExists for /dubbo/pengliu.me.dubbo.service.DemoService/providers
2016-07-13 14:22:21,617 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0xa zxid:0x11 txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2016-07-13 14:22:21,631 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0xb zxid:0x12 txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService Error:KeeperErrorCode = NodeExists for /dubbo/pengliu.me.dubbo.service.DemoService
2016-07-13 14:22:21,643 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0xc zxid:0x13 txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService/configurators Error:KeeperErrorCode = NodeExists for /dubbo/pengliu.me.dubbo.service.DemoService/configurators
2016-07-13 14:22:21,656 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0xf zxid:0x14 txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2016-07-13 14:22:21,666 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600001 type:create cxid:0x10 zxid:0x15 txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService Error:KeeperErrorCode = NodeExists for /dubbo/pengliu.me.dubbo.service.DemoService
2016-07-13 14:22:52,000 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x155e2ea29600001, timeout of 30000ms exceeded
2016-07-13 14:22:52,001 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x155e2ea29600001
2016-07-13 14:22:52,095 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1007] - Closed socket connection for client /127.0.0.1:51568 which had sessionid 0x155e2ea29600001
2016-07-13 14:23:12,568 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:51578
2016-07-13 14:23:12,570 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@822] - Connection request from old client /127.0.0.1:51578; will be dropped if server is in r-o mode
2016-07-13 14:23:12,570 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@861] - Client attempting to renew session 0x155e2ea29600001 at /127.0.0.1:51578
2016-07-13 14:23:12,570 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@610] - Invalid session 0x155e2ea29600001 for client /127.0.0.1:51578, probably expired
2016-07-13 14:23:12,583 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1007] - Closed socket connection for client /127.0.0.1:51578 which had sessionid 0x155e2ea29600001
2016-07-13 14:23:12,583 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:51580
2016-07-13 14:23:12,583 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@822] - Connection request from old client /127.0.0.1:51580; will be dropped if server is in r-o mode
2016-07-13 14:23:12,584 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:51580
2016-07-13 14:23:12,597 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x155e2ea29600002 with negotiated timeout 30000 for client /127.0.0.1:51580
2016-07-13 14:23:12,598 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x155e2ea29600002 type:delete cxid:0x2 zxid:0x19 txntype:-1 reqpath:n/a Error Path:/dubbo/pengliu.me.dubbo.service.DemoService/consumers/consumer%3A%2F%2F10.10.2.9%2Fpengliu.me.dubbo.service.DemoService%3Fapplication%3Dconsumer-of-helloworld-app%26category%3Dconsumers%26check%3Dfalse%26dubbo%3D2.5.3%26interface%3Dpengliu.me.dubbo.service.DemoService%26methods%3DsayHello%26pid%3D3797%26side%3Dconsumer%26timestamp%3D1468390940699 Error:KeeperErrorCode = NoNode for /dubbo/pengliu.me.dubbo.service.DemoService/consumers/consumer%3A%2F%2F10.10.2.9%2Fpengliu.me.dubbo.service.DemoService%3Fapplication%3Dconsumer-of-helloworld-app%26category%3Dconsumers%26check%3Dfalse%26dubbo%3D2.5.3%26interface%3Dpengliu.me.dubbo.service.DemoService%26methods%3DsayHello%26pid%3D3797%26side%3Dconsumer%26timestamp%3D1468390940699
2016-07-13 14:23:12,642 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x155e2ea29600002
2016-07-13 14:23:12,652 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1007] - Closed socket connection for client /127.0.0.1:51580 which had sessionid 0x155e2ea29600002
